Respondent_Serial,Wavemarker,Weightvar,resp_gender,resp_age,census_region,state,urb_rur,gender,gender_other,sexual_orientation,sexual_other,hurricane_type,flood_type,wildfire_type,tornado_type,earthquake_type,ice_storm_type,hazardous_type,other_type,none_type,concern_disaster,prepared_disaster,ever_evacuate,long_away,evacuated_pet_owner,dog_left_behind,cat_left_behind,horse_left_behind,small_left_behind,livestock_left_behind,none_left_behind,pet_friendly_accom_reason,transportation_reason,carrier_reason,time_reason,financal_reason,fine_reason,not_home_reason,behaviour_reason,other_reason,other_text_reason,disaster_plan,dog_current_own,cat_current_own,horse_current_own,small_current_own,livestock_current_own,would_bring_pet,secured_transportation,secured_emergency_housing,travel_carrier,food_water,litter,pet_id,medication,other_supplies,none_supplies,none,microchip_have,id_have,none_have,support_gov_fund,advice_pet,living_situation,marital,household_income,education,race,white_race,black_race,native_race,asian_race,pacific_islander_race,other_race,perfer_not_race,hispanic_ethnicity,household_grou,age_children,num_children
1164,4,1.28,Male,43,South,District of Columbia,Urban,Man,,Straight/heterosexual,,No,No,No,No,Yes,Yes,Yes,No,No,Somewhat concerned,Neither prepared nor not prepared,Yes,1-3 day,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,Yes,0,2,0,0,0,No,No,No,Yes,Yes,No,Yes,No,No,No,,Yes,No,No,Yes,net know yhe set,Own a house,"Single, never married","$25,000-$29,999","Some college credit, but less than 1 year",Hispanic or Latino (all other races/multiple races),Yes,Yes,Yes,No,No,No,No,Yes,Almost all of it,None Under 18,0
1165,4,1.27,Male,64,South,Florida,Suburban,Man,,Straight/heterosexual,,Yes,No,No,No,No,No,No,No,No,Very concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,0,0,0,0,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,,Yes,Yes,No,Yes,plan ahead of time,Own a house,Married,"$80,000-$89,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1166,4,1.08,Female,35,Midwest,Missouri,Suburban,Woman,,Straight/heterosexual,,No,Yes,No,Yes,No,Yes,No,No,No,Somewhat not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,Make sure to have extra food and bottled water for them in case you have to take them somewhere quickly.,Rent,Married,"$100,000-$124,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1167,4,0.46,Female,54,West,California,Suburban,Woman,,Straight/heterosexual,,No,No,No,No,Yes,No,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,3,1,0,0,0,Yes,No,No,No,No,No,No,No,No,Yes,,Yes,Yes,No,Yes,Make sure to have their medicine handy and ready to go,Own a house,Widowed,"$55,000-$59,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
1168,4,0.51,Female,29,Northeast,Pennsylvania,Urban,Woman,,Straight/heterosexual,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Very concerned,Somewhat prepared,Yes,1-3 day,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Yes,Have leash collar and pet food,Rent,Divorced or separated,"$30,000-$34,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1169,4,1.27,Male,81,Northeast,Pennsylvania,Rural,Man,,Straight/heterosexual,,No,No,No,No,No,Yes,No,No,No,Somewhat concerned,Very prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,Take them with you,Own a house,Married,"$125,000-$149,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
1170,4,0.99,Female,47,South,Maryland,Suburban,Woman,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Neither concerned nor not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,No,Keep your pets safe,Own a condo/co-op,"Single, never married","$75,000-$79,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1171,4,1.03,Female,37,West,Arizona,Suburban,Woman,,Straight/heterosexual,,No,Yes,No,No,No,No,No,No,No,Neither concerned nor not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,Not sure,Have Pet supplies on hand all the time,Rent,Married,"$100,000-$124,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1174,4,0.57,Male,59,South,South Carolina,Rural,Man,,Straight/heterosexual,,Yes,No,No,No,No,No,No,No,No,Neither concerned nor not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,3,5,,,,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,,Yes,No,No,Yes,Don't leave your animals behind. Sleep in your car if you need to but don't under any circumstances abandon your pets.,Own a house,Married,"$60,000-$64,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
1175,4,0.47,Female,48,South,Arkansas,Rural,Woman,,Straight/heterosexual,,No,Yes,Yes,Yes,No,Yes,No,No,No,Very concerned,Somewhat prepared,Yes,more than one week,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,2,2,,,,Yes,No,No,Yes,No,Yes,No,No,No,No,,No,No,Yes,Yes,Always expect and prepare for the worst case scenario.,Own a house,Married,"$45,000-$49,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,13-17 Only,1
1178,4,0.99,Female,52,South,Alabama,Rural,Woman,,Straight/heterosexual,,No,No,No,Yes,No,No,No,No,No,Neither concerned nor not concerned,Very prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,1,0,0,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,,No,Yes,No,Not sure,Have a crate ready with supplies in it.,Own a house,Married,"$200,000-$249,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1179,4,0.51,Female,49,Midwest,Michigan,Rural,Woman,,Straight/heterosexual,,No,No,No,Yes,No,Yes,Yes,No,No,Somewhat not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,,No,Yes,No,Yes,Make sure you have a plan in place for where your pet will go in the event that you do not survive and they do,Own a house,Married,"$35,000-$39,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
1183,4,0.89,Female,45,South,Texas,Suburban,Woman,,Straight/heterosexual,,Yes,Yes,No,No,No,No,No,No,No,Very concerned,Very prepared,Yes,more than two weeks,No,,,,,,,,,,,,,,,,,Yes,1,,,,,Yes,No,No,No,No,No,No,No,No,Yes,,Yes,Yes,No,Yes,Have someplace to go where ur pet can go with you,Own a house,"Single, never married","$60,000-$64,999","1 or more years of college credit, no degree",Black or African-American (not Hispanic or Latino),No,Yes,No,No,No,No,No,No,All of it,None Under 18,0
1184,4,0.65,Male,60,Midwest,Ohio,Rural,Man,,Straight/heterosexual,,No,No,No,Yes,No,Yes,Yes,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,0,3,0,0,0,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,,No,No,Yes,Yes,WATER,Own a house,Widowed,"$40,000-$44,999",GED or alternative credential,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1185,4,0.63,Male,57,West,California,Suburban,Man,,Bisexual,,No,No,No,No,Yes,No,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,0,0,0,0,0,Yes,No,No,No,No,No,No,No,No,Yes,,No,No,Yes,Yes,Make sure you have some pet food for an emergency,Rent,"Single, never married","$45,000-$49,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Less than half of it,None Under 18,0
1187,4,0.47,Male,40,South,Georgia,Suburban,Man,,Straight/heterosexual,,Yes,No,No,Yes,No,No,No,No,No,Very concerned,Very prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,2,,,,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,,Yes,No,No,Not sure,They are family,Rent,Married,"$40,000-$44,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,3
1189,4,2.84,Female,42,West,Washington,Suburban,Woman,,Straight/heterosexual,,No,Yes,No,No,Yes,Yes,No,No,No,Somewhat concerned,Somewhat not prepared,Yes,1-3 day,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,,No,,1,,1,,Yes,Yes,No,Yes,No,Yes,No,No,No,No,,Yes,No,No,Not sure,Have a grab and go kit for your pet(s).,Own a condo/co-op,Divorced or separated,"$200,000-$249,999","Bachelor's degree (BA, BS, etc.)",Hispanic or Latino (White or Caucasian),Yes,No,No,No,No,No,No,Yes,All of it,6-12 Only,1
1191,4,0.99,Female,38,South,South Carolina,Suburban,Woman,,Straight/heterosexual,,Yes,No,No,No,No,No,No,No,No,Not concerned at all,Somewhat not prepared,Yes,4-7 days,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Yes,Keep a carrier and food packed,Own a house,Married,"$100,000-$124,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,6-12 and 13-17,2
1192,4,0.57,Male,64,South,Virginia,Suburban,Man,,Straight/heterosexual,,Yes,Yes,No,No,No,No,No,No,No,Very concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,0,1,0,0,0,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,,No,Yes,No,Yes,Make sure you have everything to make your pet comfortable as possible,Own a house,Married,"$50,000-$54,999","Associate's degree (AA, AS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
1194,4,0.6,Male,60,Northeast,Massachusetts,Suburban,Man,,Straight/heterosexual,,No,Yes,No,No,No,No,Yes,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,,,,,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,,No,Yes,No,Yes,take them with you,Own a house,Living with partner,"$35,000-$39,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1195,4,0.99,Female,50,South,Florida,Suburban,Woman,,Straight/heterosexual,,Yes,No,No,No,No,No,No,No,No,Very concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,No,Have a plan,Own a house,Married,"$150,000-$199,999","Associate's degree (AA, AS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,13-17 Only,2
1197,4,0.65,Male,68,Midwest,Kansas,Rural,Man,,Straight/heterosexual,,No,Yes,No,Yes,No,Yes,No,No,No,Neither concerned nor not concerned,Very prepared,Yes,1-3 day,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,always have extra food for them,Own a house,Married,"$40,000-$44,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1201,4,1.99,Female,42,South,Florida,Suburban,Woman,,Straight/heterosexual,,Yes,Yes,No,Yes,No,No,No,No,No,Somewhat concerned,Somewhat prepared,Yes,1-3 day,Yes,No,No,No,No,No,Yes,,,,,,,,,,,Yes,1,2,0,1,,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,,Yes,Yes,No,Yes,Have a jump bag set not just for an human but an animal too!,Rent,Living with partner,"$90,000-$99,999","Master's degree (MA, MS, MBA, etc.)",Black or African-American (not Hispanic or Latino),No,Yes,No,No,No,No,No,No,All of it,None Under 18,0
1202,4,1.38,Male,80,Midwest,Ohio,Suburban,Man,,Straight/heterosexual,,No,Yes,No,Yes,No,Yes,No,No,No,Somewhat concerned,Very prepared,No,,,,,,,,,,,,,,,,,,,No,2,0,0,0,0,Yes,Yes,No,No,Yes,No,No,No,No,No,,Yes,No,No,No,Use common sense and plan ahead.,Own a house,Married,"$125,000-$149,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Less than half of it,None Under 18,0
1204,4,0.99,Female,40,Northeast,New York,Suburban,Woman,,Straight/heterosexual,,No,No,No,No,No,Yes,No,No,No,Somewhat not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,Hsve a ready to go bag and a microchip,Own a house,Living with partner,"$90,000-$99,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,Under 6 and 6-12,2
1205,4,0.44,Male,54,South,Kentucky,Suburban,Man,,Straight/heterosexual,,No,No,No,Yes,No,No,No,No,No,Somewhat not concerned,Not prepared at all,No,,,,,,,,,,,,,,,,,,,No,0,1,0,0,0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,Yes,Yes,"Have an emergency plan in place for you and your pets, you never know.",Live with parents/relatives,"Single, never married","$50,000-$54,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
1206,4,0.62,Male,71,Midwest,Illinois,Suburban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Neither concerned nor not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,Yes,pray,Own a house,Divorced or separated,"$60,000-$64,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1207,4,0.99,Male,49,Northeast,New Jersey,Suburban,Man,,Straight/heterosexual,,Yes,Yes,No,No,No,Yes,No,No,No,Neither concerned nor not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,Not sure,Make sure you have all essentials,Own a house,Married,"$200,000-$249,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,13-17 Only,1
1208,4,0.59,Male,79,West,Oregon,Urban,Man,,Straight/heterosexual,,No,No,Yes,No,No,No,No,No,No,Very concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Not sure,don't have any,Rent,Married,"$60,000-$64,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
1209,4,0.51,Female,39,Midwest,Iowa,Suburban,Woman,,Straight/heterosexual,,No,Yes,No,Yes,No,Yes,No,No,No,Somewhat concerned,Not prepared at all,No,,,,,,,,,,,,,,,,,,,No,1,,,,,Yes,No,No,No,No,No,No,No,No,Yes,,Yes,Yes,No,Yes,"Make sure you have a large bag of food, water, a collar or harness,a leash, and a bowl. Also any meds they take.",Rent,Living with partner,"$25,000-$29,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1210,4,1.27,Male,77,Northeast,Pennsylvania,Suburban,Man,,Straight/heterosexual,,No,Yes,No,No,No,Yes,No,No,No,Very concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,Make a plan in advance and follow through as best you can.,Own a house,Living with partner,"$125,000-$149,999","Doctorate degree (PhD, EdD, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
1212,4,0.57,Male,67,Northeast,Maine,Suburban,Man,,Straight/heterosexual,,Yes,No,No,No,No,Yes,No,No,No,Not concerned at all,Very prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Not sure,Are they food animals,Own a house,Married,"$70,000-$74,999","Professional degree (MD, DDS, JD, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
1213,4,1.27,Male,58,Northeast,New York,Suburban,Man,,Straight/heterosexual,,No,No,No,No,No,Yes,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,0,1,0,0,0,Yes,No,No,Yes,Yes,Yes,No,No,No,No,,Yes,Yes,No,Yes,Don’t assume where you are going will accept pets,Own a house,Married,"$125,000-$149,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
1214,4,0.47,Female,49,South,South Carolina,Suburban,Woman,,Straight/heterosexual,,Yes,Yes,No,Yes,Yes,No,No,No,No,Somewhat concerned,Somewhat prepared,Yes,4-7 days,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,They stayed with grandparents,Yes,0,5,0,0,6,Yes,No,No,Yes,Yes,Yes,No,No,No,No,,Yes,No,No,Yes,Make sure to keep a lot of food on hand.,Own a house,Married,"$45,000-$49,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,6-12 and 13-17,4
1216,4,1.04,Female,20,South,Virginia,Urban,Woman,,Straight/heterosexual,,Yes,No,No,No,No,No,No,No,No,Somewhat concerned,Somewhat not prepared,No,,,,,,,,,,,,,,,,,,,No,0,3,0,0,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,,No,No,Yes,Yes,Always be prepared for the worst,Rent,"Single, never married","$30,000-$34,999","1 or more years of college credit, no degree",Black or African-American (not Hispanic or Latino),Yes,Yes,Yes,No,No,No,No,No,All of it,None Under 18,0
1218,4,0.99,Male,52,South,Georgia,Urban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Somewhat not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,1,,,,,Yes,No,No,No,No,No,No,No,No,Yes,,Yes,No,No,Yes,Grab medications,Rent,Married,"$150,000-$199,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1220,4,1.27,Male,77,Northeast,New Jersey,Suburban,Man,,Straight/heterosexual,,Yes,No,No,No,No,Yes,Yes,No,No,Somewhat not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Not sure,Have a “go kit” with pet supplies so you can leave quickly,Own a house,Married,"$250,000 or more","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
1221,4,0.63,Male,63,West,Arizona,Urban,Man,,Straight/heterosexual,,No,Yes,Yes,No,No,No,No,No,No,Somewhat not concerned,Somewhat not prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Not sure,Have a plan to get your pets out like you have for any family  members,Rent,Divorced or separated,"$40,000-$44,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1222,4,0.47,Female,40,South,Tennessee,Rural,Woman,,Straight/heterosexual,,No,Yes,No,Yes,No,No,No,No,No,Not concerned at all,Somewhat not prepared,No,,,,,,,,,,,,,,,,,,,No,2,0,0,0,0,Yes,No,No,Yes,No,No,No,No,No,No,,No,No,Yes,Yes,Make sure you have tags and meds prepared.,Own a house,Married,"$40,000-$44,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
1223,4,0.98,Male,39,West,Nevada,Urban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Somewhat concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,1,0,0,0,0,Yes,No,No,No,Yes,No,No,No,No,No,,No,No,Yes,No,Have to say just have better ebsite service,Own a house,Living with partner,"$25,000-$29,999","1 or more years of college credit, no degree",Black or African-American (not Hispanic or Latino),No,Yes,No,No,No,No,No,No,All of it,6-12 and 13-17,3
1224,4,1.03,Female,49,West,California,Suburban,Woman,,Straight/heterosexual,,No,No,Yes,No,Yes,No,No,No,No,Somewhat concerned,Somewhat not prepared,No,,,,,,,,,,,,,,,,,,,No,0,2,0,0,0,Yes,No,Yes,Yes,No,Yes,No,No,No,No,,No,No,Yes,Not sure,dont leave your pets in the home,Own a house,"Single, never married","$80,000-$89,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1233,4,0.44,Female,51,Northeast,New Jersey,Suburban,Woman,,Straight/heterosexual,,No,Yes,No,No,No,Yes,No,No,No,Neither concerned nor not concerned,Somewhat not prepared,No,,,,,,,,,,,,,,,,,,,No,0,2,0,0,0,Yes,No,No,No,No,No,No,No,No,Yes,,No,No,Yes,No,Do whatever you have to do to make sure you takes them with you!,Own a condo/co-op,Married,"$65,000-$69,999",GED or alternative credential,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1234,4,0.57,Male,64,South,Texas,Suburban,Man,,Straight/heterosexual,,Yes,Yes,No,No,No,No,No,No,No,Very concerned,Somewhat not prepared,Yes,1-3 day,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Yes,take your pets if you leave town,Live with parents/relatives,"Single, never married","$50,000-$54,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
1235,4,0.63,Male,60,West,California,Suburban,Man,,Straight/heterosexual,,No,No,No,No,Yes,No,No,No,No,Neither concerned nor not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,0,0,0,0,Yes,Yes,No,No,Yes,No,Yes,No,No,No,,Yes,Yes,No,Yes,chip and tag your pet,Rent,Married,"$30,000-$34,999","Some college credit, but less than 1 year",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
1238,4,0.46,Female,40,West,Washington,Urban,Woman,,Straight/heterosexual,,No,Yes,No,No,No,No,No,No,No,Neither concerned nor not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,Yes,,3,,,,Yes,No,No,Yes,Yes,Yes,No,No,No,No,,No,No,Yes,No,have enough water,Own a house,Married,"$60,000-$64,999","Some college credit, but less than 1 year",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1239,4,0.51,Female,30,West,California,Urban,Woman,,Lesbian,,No,No,No,No,No,No,No,No,Yes,Somewhat concerned,Somewhat prepared,Yes,1-3 day,No,,,,,,,,,,,,,,,,,No,1,,,1,,Yes,No,No,No,No,No,No,No,No,Yes,,Yes,Yes,No,Not sure,Have a sticker placed in view of street identifying that you have pets,Own a house,Married,"$60,000-$64,999","Associate's degree (AA, AS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,1
1241,4,0.59,Male,64,West,California,Rural,Man,,Straight/heterosexual,,No,No,Yes,No,Yes,No,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,2,,,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,Yes,Yes,No,Yes,none,Own a house,Married,"$70,000-$74,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
1242,4,0.48,Male,54,Midwest,Missouri,Rural,Man,,Straight/heterosexual,,No,Yes,No,Yes,Yes,Yes,No,No,No,Very concerned,Very prepared,Yes,1-3 day,Yes,No,No,No,No,No,Yes,,,,,,,,,,,Yes,3,,,,,Yes,No,No,No,No,No,Yes,Yes,No,No,,Yes,Yes,No,Yes,Remain consistent for your pet,Own a house,Married,"$65,000-$69,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
